year,conference,title,link,topic_query,matched_terms,citations,openalex_id
2021,AAAI,RainBench: Towards Data-Driven Global Precipitation Forecasting from Satellite Imagery,https://doi.org/10.1609/aaai.v35i17.17749,weather forecasting deep learning,satellite;climate;weather,11,https://openalex.org/W3174873193
2021,AAAI,Spatial-Temporal Fusion Graph Neural Networks for Traffic Flow Forecasting,https://doi.org/10.1609/aaai.v35i5.16542,spatial temporal graph neural network,spatial,835,https://openalex.org/W3174022889
2021,AAAI,"Sub-Seasonal Climate Forecasting via Machine Learning: Challenges, Analysis, and Advances",https://doi.org/10.1609/aaai.v35i1.16090,climate machine learning,climate;weather,40,https://openalex.org/W3174383901
2021,AAAI,Traffic Flow Forecasting with Spatial-Temporal Graph Diffusion Network,https://doi.org/10.1609/aaai.v35i17.17761,spatial temporal graph neural network,spatial;geographic,209,https://openalex.org/W3207461654
2021,AAAI,Traffic Flow Prediction with Vehicle Trajectories,https://doi.org/10.1609/aaai.v35i1.16104,spatial temporal graph neural network,spatial,64,https://openalex.org/W3176419744
2020,AAAI,Lightweight and Robust Representation of Economic Scales from Satellite Imagery,https://doi.org/10.1609/aaai.v34i01.5379,satellite imagery,spatial;satellite;urban,26,https://openalex.org/W3033427317
2020,AAAI,Semi-Supervised Hierarchical Recurrent Graph Neural Network for City-Wide Parking Availability Prediction,https://doi.org/10.1609/aaai.v34i01.5471,spatial temporal graph neural network,spatial;urban,100,https://openalex.org/W2997513934
2020,AAAI,Spatio-Temporal Graph Structure Learning for Traffic Forecasting,https://doi.org/10.1609/aaai.v34i01.5470,spatial temporal graph neural network,spatial,243,https://openalex.org/W2998436408
2019,AAAI,Attention Based Spatial-Temporal Graph Convolutional Networks for Traffic Flow Forecasting,https://doi.org/10.1609/aaai.v33i01.3301922,geospatial artificial intelligence,spatial,2757,https://openalex.org/W2903871660
2019,AAAI,Dynamic Spatial-Temporal Graph Convolutional Neural Networks for Traffic Forecasting,https://doi.org/10.1609/aaai.v33i01.3301890,spatial temporal graph neural network,spatial,319,https://openalex.org/W2904449562
2019,AAAI,Gated Residual Recurrent Graph Neural Networks for Traffic Prediction,https://doi.org/10.1609/aaai.v33i01.3301485,spatial temporal graph neural network,spatial,238,https://openalex.org/W2935726879
2019,AAAI,Learning Heterogeneous Spatial-Temporal Representation for Bike-Sharing Demand Prediction,https://doi.org/10.1609/aaai.v33i01.33011004,spatial temporal graph neural network,spatial;geographic;weather,83,https://openalex.org/W2904349291
2019,AAAI,"Multi3Net: Segmenting Flooded Buildings via Fusion of Multiresolution, Multisensor, and Multitemporal Satellite Imagery",https://doi.org/10.1609/aaai.v33i01.3301702,satellite imagery,spatial;satellite;multispectral;building footprint;flood,115,https://openalex.org/W2963526604
2019,AAAI,Spatiotemporal Multi-Graph Convolution Network for Ride-Hailing Demand Forecasting,https://doi.org/10.1609/aaai.v33i01.33013656,spatiotemporal forecasting,spatial,855,https://openalex.org/W2904832339
2017,AAAI,Combining Satellite Imagery and Open Data to Map Road Safety,https://doi.org/10.1609/aaai.v31i1.11168,satellite imagery,satellite,68,https://openalex.org/W2605215676
2017,AAAI,Deep Spatio-Temporal Residual Networks for Citywide Crowd Flows Prediction,https://doi.org/10.1609/aaai.v31i1.10735,geospatial artificial intelligence,spatial;weather,2143,https://openalex.org/W2528639018
2016,AAAI,Transfer Learning from Deep Features for Remote Sensing and Poverty Mapping,https://doi.org/10.1609/aaai.v30i1.9906,remote sensing deep learning,remote sensing;satellite,429,https://openalex.org/W2963578416
2025,CVPR,Exact: Exploring Space-Time Perceptive Clues for Weakly Supervised Satellite Image Time Series Semantic Segmentation,https://doi.org/10.1109/cvpr52734.2025.01310,satellite image segmentation,spatial;satellite;crop,2,https://openalex.org/W4413146450
2025,CVPR,Foundation Models for Remote Sensing: An Analysis of MLLMs for Object Localization,https://doi.org/10.1109/cvprw67362.2025.00285,remote sensing foundation model,spatial;remote sensing;earth observation,0,https://openalex.org/W4414196940
2025,CVPR,HyperFree: A Channel-adaptive and Tuning-free Foundation Model for Hyperspectral Remote Sensing Imagery,https://doi.org/10.1109/cvpr52734.2025.02146,remote sensing foundation model,remote sensing;earth observation;hyperspectral,23,https://openalex.org/W4413145633
2025,CVPR,Pan-Rsvqa: Vision Foundation Models as Pseudo-Annotators for Remote Sensing Visual Question Answering,https://doi.org/10.1109/cvprw67362.2025.00283,remote sensing foundation model,remote sensing;earth observation,0,https://openalex.org/W4414198314
2025,CVPR,Panopticon: Advancing Any-Sensor Foundation Models for Earth Observation,https://doi.org/10.1109/cvprw67362.2025.00207,earth observation foundation model,spatial;earth observation;satellite;synthetic aperture radar,4,https://openalex.org/W4414199183
2025,CVPR,"RobSense: A Robust Multi-modal Foundation Model for Remote Sensing with Static, Temporal, and Incomplete Data Adaptability",https://doi.org/10.1109/cvpr52734.2025.00696,remote sensing foundation model,remote sensing;synthetic aperture radar;change detection,2,https://openalex.org/W4413156492
2025,CVPR,Terramesh: A Planetary Mosaic of Multimodal Earth Observation Data,https://doi.org/10.1109/cvprw67362.2025.00225,earth observation foundation model,geographic;earth observation;synthetic aperture radar,2,https://openalex.org/W4414197352
2025,CVPR,Towards Efficient Benchmarking of Foundation Models in Remote Sensing: A Capabilities Encoding Approach,https://doi.org/10.1109/cvprw67362.2025.00292,remote sensing foundation model,remote sensing;earth observation,2,https://openalex.org/W4414197516
2025,CVPR,Towards Satellite Image Road Graph Extraction: A Global-Scale Dataset and A Novel Method,https://doi.org/10.1109/cvpr52734.2025.00150,road extraction satellite,satellite;road extraction,5,https://openalex.org/W4413145547
2024,CVPR,3D Building Reconstruction from Monocular Remote Sensing Images with Multi-level Supervisions,https://doi.org/10.1109/cvpr52733.2024.02619,building footprint extraction,remote sensing,11,https://openalex.org/W4402702882
2024,CVPR,Domain Prompt Learning with Quaternion Networks,https://doi.org/10.1109/cvpr52733.2024.02515,remote sensing foundation model,remote sensing,9,https://openalex.org/W4402727551
2024,CVPR,"Enrich, Distill and Fuse: Generalized Few-Shot Semantic Segmentation in Remote Sensing Leveraging Foundation Model’s Assistance",https://doi.org/10.1109/cvprw63382.2024.00283,remote sensing foundation model,remote sensing;earth observation;urban,7,https://openalex.org/W4402916625
2024,CVPR,Let me show you how it’s done - Cross-modal knowledge distillation as pretext task for semantic segmentation,https://doi.org/10.1109/cvprw63382.2024.00064,building footprint extraction,remote sensing;sar;synthetic aperture radar;weather;building footprint,1,https://openalex.org/W4402916717
2024,CVPR,Parameter Efficient Self-Supervised Geospatial Domain Adaptation,https://doi.org/10.1109/cvpr52733.2024.02630,remote sensing foundation model,geospatial;spatial;remote sensing;satellite,15,https://openalex.org/W4402727589
2024,CVPR,Rethinking Transformers Pre-training for Multi-Spectral Satellite Imagery,https://doi.org/10.1109/cvpr52733.2024.02627,satellite imagery,remote sensing;satellite,54,https://openalex.org/W4402727177
2024,CVPR,S2MAE: A Spatial-Spectral Pretraining Foundation Model for Spectral Remote Sensing Data,https://doi.org/10.1109/cvpr52733.2024.02616,remote sensing foundation model,spatial;remote sensing,37,https://openalex.org/W4402715806
2024,CVPR,Scattering Prompt Tuning: A Fine-tuned Foundation Model for SAR Object Recognition,https://doi.org/10.1109/cvprw63382.2024.00311,earth observation foundation model,earth observation;sar;synthetic aperture radar;weather,7,https://openalex.org/W4402917099
2024,CVPR,SkySense: A Multi-Modal Remote Sensing Foundation Model Towards Universal Interpretation for Earth Observation Imagery,https://doi.org/10.1109/cvpr52733.2024.02613,remote sensing foundation model,spatial;remote sensing;earth observation;sar;synthetic aperture radar,172,https://openalex.org/W4402667899
2023,CVPR,Change-Aware Sampling and Contrastive Learning for Satellite Images,https://doi.org/10.1109/cvpr52729.2023.00509,satellite image segmentation,geographic;remote sensing;satellite;climate;change detection,86,https://openalex.org/W4386071525
2023,CVPR,Comprehensive quality assessment of optical satellite imagery using weakly supervised video learning,https://doi.org/10.1109/cvprw59228.2023.00206,satellite imagery,remote sensing;satellite,70,https://openalex.org/W4385805065
2023,CVPR,Masked Vision Transformers for Hyperspectral Image Classification,https://doi.org/10.1109/cvprw59228.2023.00210,hyperspectral image classification,spatial;remote sensing;satellite;hyperspectral;land cover,83,https://openalex.org/W4385800872
2023,CVPR,OmniCity: Omnipotent City Understanding with Multi-Level and Multi-View Images,https://doi.org/10.1109/cvpr52729.2023.01669,building footprint extraction,satellite;building footprint,27,https://openalex.org/W4386075802
2022,CVPR,GeoEngine: A Platform for Production-Ready Geospatial Research,https://doi.org/10.1109/cvpr52688.2022.02073,geospatial machine learning,geospatial;spatial;satellite,11,https://openalex.org/W4312601179
2022,CVPR,Segmenting across places: The need for fair transfer learning with satellite imagery,https://doi.org/10.1109/cvprw56347.2022.00329,satellite image segmentation,satellite;urban,13,https://openalex.org/W4224105385
2022,CVPR,Single-Shot End-to-end Road Graph Extraction,https://doi.org/10.1109/cvprw56347.2022.00146,road extraction satellite,satellite,17,https://openalex.org/W4286834720
2022,CVPR,SpaceNet 8 - The Detection of Flooded Roads and Buildings,https://doi.org/10.1109/cvprw56347.2022.00153,building footprint extraction,remote sensing;climate;weather;urban;building footprint;flood;wildfire,54,https://openalex.org/W4292828923
2022,CVPR,Towards assessing agricultural land suitability with causal machine learning,https://doi.org/10.1109/cvprw56347.2022.00150,geospatial machine learning,geospatial;spatial;earth observation;land use;climate;crop,18,https://openalex.org/W4292794031
2022,CVPR,Urban Building Classification (UBC) – A Dataset for Individual Building Detection and Classification from Satellite Imagery,https://doi.org/10.1109/cvprw56347.2022.00147,satellite imagery,satellite;urban,58,https://openalex.org/W4292793893
2021,CVPR,Investigating Spiking Neural Networks for Energy-Efficient On-Board AI Applications. A Case Study in Land Cover and Land Use Classification,https://doi.org/10.1109/cvprw53098.2021.00230,land use classification,earth observation;satellite;land cover;land use,32,https://openalex.org/W3192026935
2020,CVPR,D2Det: Towards High Quality Object Detection and Instance Segmentation,https://doi.org/10.1109/cvpr42600.2020.01150,satellite image segmentation,satellite,205,https://openalex.org/W3034522582
2020,CVPR,Meta-Learning for Few-Shot Land Cover Classification,https://doi.org/10.1109/cvprw50498.2020.00108,land cover classification,geographic;land cover;urban,87,https://openalex.org/W3036045183
2020,CVPR,Satellite Image Time Series Classification With Pixel-Set Encoders and Temporal Self-Attention,https://doi.org/10.1109/cvpr42600.2020.01234,satellite image classification,satellite,54,https://openalex.org/W2986816104
2020,CVPR,SpaceNet 6: Multi-Sensor All Weather Mapping Dataset,https://doi.org/10.1109/cvprw50498.2020.00106,building footprint extraction,geospatial;spatial;remote sensing;sar;synthetic aperture radar;weather;building footprint,140,https://openalex.org/W3016947168
2019,CVPR,Creating xBD: A Dataset for Assessing Building Damage from Satellite Imagery,https://doi.org/10.1184/r1/8135576.v1,satellite imagery,satellite;change detection,157,https://openalex.org/W2967473420
2019,CVPR,Improved Road Connectivity by Joint Learning of Orientation and Segmentation,https://doi.org/10.1109/cvpr.2019.01063,satellite image segmentation,satellite;road extraction,232,https://openalex.org/W2975194617
2019,CVPR,Large-Scale DTM Generation From Satellite Data,https://doi.org/10.1109/cvprw.2019.00185,road extraction satellite,geographic;remote sensing;satellite,12,https://openalex.org/W2964280967
2019,CVPR,Memory in Memory: A Predictive Neural Network for Learning Higher-Order Non-Stationarity From Spatiotemporal Dynamics,https://doi.org/10.1109/cvpr.2019.00937,spatiotemporal forecasting,spatial,457,https://openalex.org/W2967033144
2019,CVPR,Predicting City Poverty Using Satellite Imagery,http://hdl.handle.net/11585/808650,satellite imagery,remote sensing;satellite,35,https://openalex.org/W2966403213
2019,CVPR,SAR Image Classification Using Few-Shot Cross-Domain Transfer Learning,https://doi.org/10.1109/cvprw.2019.00120,SAR image deep learning,sar;synthetic aperture radar;weather,65,https://openalex.org/W2962841246
2019,CVPR,Urban Semantic 3D Reconstruction From Multiview Satellite Imagery,https://doi.org/10.1109/cvprw.2019.00186,satellite imagery,satellite;lidar;urban,60,https://openalex.org/W2954464237
2018,CVPR,Building Detection from Satellite Imagery using Ensemble of Size-Specific Detectors,https://doi.org/10.1109/cvprw.2018.00041,satellite imagery,satellite;road extraction,90,https://openalex.org/W2902166991
2018,CVPR,Building Extraction from Satellite Images Using Mask R-CNN with Building Boundary Regularization,https://doi.org/10.1109/cvprw.2018.00045,satellite image segmentation,satellite;building footprint,247,https://openalex.org/W2897593716
2018,CVPR,D-LinkNet: LinkNet with Pretrained Encoder and Dilated Convolution for High Resolution Satellite Imagery Road Extraction,https://doi.org/10.1109/cvprw.2018.00034,satellite imagery,remote sensing;satellite;road extraction,915,https://openalex.org/W2893801697
2018,CVPR,Deep Aggregation Net for Land Cover Classification,https://doi.org/10.1109/cvprw.2018.00046,land cover classification,satellite;land cover,48,https://openalex.org/W2899319425
2018,CVPR,DeepGlobe 2018: A Challenge to Parse the Earth through Satellite Images,https://doi.org/10.1109/cvprw.2018.00031,satellite image segmentation,remote sensing;satellite;climate;urban,1106,https://openalex.org/W2804199516
2018,CVPR,Dense Fusion Classmate Network for Land Cover Classification,https://doi.org/10.1109/cvprw.2018.00049,land cover classification,satellite;land cover,38,https://openalex.org/W2896983355
2018,CVPR,Land Cover Classification from Satellite Imagery with U-Net and Lovász-Softmax Loss,https://doi.org/10.1109/cvprw.2018.00048,satellite imagery,satellite;land cover,86,https://openalex.org/W2892654670
2018,CVPR,NU-Net: Deep Residual Wide Field of View Convolutional Neural Network for Semantic Segmentation,https://doi.org/10.1109/cvprw.2018.00050,road extraction satellite,spatial;satellite;land cover;road extraction,24,https://openalex.org/W2902820206
2018,CVPR,Residual Inception Skip Network for Binary Segmentation,https://doi.org/10.1109/cvprw.2018.00037,road extraction satellite,satellite;road extraction,41,https://openalex.org/W2896446634
2018,CVPR,Road Detection with EOSResUNet and Post Vectorizing Algorithm,https://doi.org/10.1109/cvprw.2018.00036,road extraction satellite,satellite;road extraction,27,https://openalex.org/W2901082355
2018,CVPR,Rotated Rectangles for Symbolized Building Footprint Extraction,https://doi.org/10.1109/cvprw.2018.00039,building footprint extraction,satellite;building footprint,19,https://openalex.org/W2899149423
2018,CVPR,Stacked U-Nets with Multi-output for Road Extraction,https://doi.org/10.1109/cvprw.2018.00033,road extraction satellite,satellite;road extraction,77,https://openalex.org/W2900680440
2018,CVPR,TernausNetV2: Fully Convolutional Network for Instance Segmentation,https://doi.org/10.1109/cvprw.2018.00042,satellite image segmentation,satellite,148,https://openalex.org/W2806581075
2015,CVPR,Large-scale damage detection using satellite imagery,https://doi.org/10.1109/cvpr.2015.7298737,satellite imagery,satellite,101,https://openalex.org/W1894683164
2015,CVPR,Semantic segmentation of urban scenes by learning local class interactions,https://doi.org/10.1109/cvprw.2015.7301377,satellite image segmentation,remote sensing;satellite;urban,189,https://openalex.org/W1937812750
2014,CVPR,Automatic Geo-location Correction of Satellite Imagery,https://doi.org/10.1109/cvprw.2014.54,satellite imagery,satellite,27,https://openalex.org/W2052298076
2010,CVPR,Neuron geometry extraction by perceptual grouping in ssTEM images,https://doi.org/10.1109/cvpr.2010.5540029,satellite image segmentation,satellite,95,https://openalex.org/W2019319323
2025,ICCV,Towards Privacy-preserved Pre-training of Remote Sensing Foundation Models with Federated Mutual-Guidance Learning,https://doi.org/10.1109/iccv51701.2025.00176,remote sensing foundation model,remote sensing,0,https://openalex.org/W4417281798
2023,ICCV,Building3D: An Urban-Scale Dataset and Benchmarks for Learning Roof Structures from Point Clouds,https://doi.org/10.1109/iccv51070.2023.01837,LiDAR point cloud remote sensing,remote sensing;lidar;urban,41,https://openalex.org/W4390871927
2023,ICCV,Regularized Primitive Graph Learning for Unified Vector Mapping,https://doi.org/10.1109/iccv51070.2023.01542,building footprint extraction,satellite;urban;building footprint,6,https://openalex.org/W4390873684
2023,ICCV,SAM-Adapter: Adapting Segment Anything in Underperformed Scenes,https://doi.org/10.1109/iccvw60793.2023.00361,remote sensing foundation model,remote sensing,302,https://openalex.org/W4390190100
2021,ICCV,An Algorithmic Approach to Quantifying GPS Trajectory Error,https://doi.org/10.1109/iccvw54120.2021.00437,road extraction satellite,geospatial;spatial;satellite;urban,5,https://openalex.org/W3209619738
2021,ICCV,Beyond Road Extraction: A Dataset for Map Update using Aerial Images,https://doi.org/10.1109/iccv48922.2021.01169,road extraction satellite,satellite;road extraction,19,https://openalex.org/W3204781124
2021,ICCV,Change is Everywhere: Single-Temporal Supervised Object Change Detection in Remote Sensing Imagery,https://doi.org/10.1109/iccv48922.2021.01491,change detection remote sensing,spatial;remote sensing;change detection,146,https://openalex.org/W3194968429
2021,ICCV,Panoptic Segmentation of Satellite Image Time Series with Convolutional Temporal Attention Networks,https://doi.org/10.1109/iccv48922.2021.00483,satellite image segmentation,earth observation;satellite;crop,191,https://openalex.org/W3185151088
2021,ICCV,Seasonal Contrast: Unsupervised Pre-Training from Uncurated Remote Sensing Data,https://doi.org/10.1109/iccv48922.2021.00928,remote sensing deep learning,remote sensing;land use;climate,303,https://openalex.org/W3144483443
2019,ICCV,Topological Map Extraction From Overhead Images,https://doi.org/10.1109/iccv.2019.00180,building footprint extraction,remote sensing;building footprint,176,https://openalex.org/W2981989409
2003,ICCV,Higher order active contours and their application to the detection of line networks in satellite imagery.,http://dro.dur.ac.uk/18725/,road extraction satellite,satellite,30,https://openalex.org/W1587468895
2018,ICLR,Automatically Inferring Data Quality for Spatiotemporal Forecasting,https://openreview.net/pdf?id=ByJIWUnpW,spatiotemporal forecasting,spatial;climate,4,https://openalex.org/W2785573599
2025,ICML,Role of Machine Learning in Climate Change Prediction and Mitigation,https://doi.org/10.1109/icmlas64557.2025.10968563,climate machine learning,sar;climate;weather,2,https://openalex.org/W4409796051
2024,ICML,Deep Learning Application for Solar Power Generation Forecasting with Weather Patterns,https://doi.org/10.1109/icmlc63072.2024.10935203,weather forecasting deep learning,weather,1,https://openalex.org/W4408897237
2024,ICML,Multi-directional Local-Global feature Fusion Network for Building Segmentation in Remote Sensing Images,https://doi.org/10.1109/icicml63543.2024.10957881,building footprint extraction,remote sensing;building footprint,1,https://openalex.org/W4409427193
2023,ICML,Graph Pyramid Autoformer for Long- Term Traffic Forecasting,https://doi.org/10.1109/icmla58977.2023.00060,spatial temporal graph neural network,spatial,4,https://openalex.org/W4392943570
2022,ICML,Leaf Disease Detection of Multiple Plants Using Deep Learning,https://doi.org/10.1109/com-it-con54601.2022.9850899,weather forecasting deep learning,climate;weather,33,https://openalex.org/W4291909704
2019,ICML,GainForest: Scaling Climate Finance for Forest Conservation using Interpretable Machine Learning on Satellite Imagery,https://www.research-collection.ethz.ch/handle/20.500.11850/395334,climate machine learning,satellite;climate,10,https://openalex.org/W3003585919
2018,ICML,Machine Learning Based Models for Cardiovascular Risk Prediction,https://doi.org/10.1109/icmlde.2018.00034,geospatial machine learning,geospatial;spatial,36,https://openalex.org/W2908828888
2013,ICML,Multiple level set region based single line road extraction,https://doi.org/10.1109/icmlc.2013.6890773,road extraction satellite,satellite;road extraction,3,https://openalex.org/W1978515767
2010,ICML,A Novel Approach Using Active Contour Model for Semi-Automatic Road Extraction from High Resolution Satellite Imagery,https://doi.org/10.1109/icmlc.2010.36,satellite imagery,spatial;satellite;road extraction,44,https://openalex.org/W2085528185
2006,ICML,Road Central Contour Extraction from High Resolution Satellite Image using Tensor Voting Framework,https://doi.org/10.1109/icmlc.2006.258435,road extraction satellite,satellite;urban,14,https://openalex.org/W2109169243
2005,ICML,Multiclass SVM based land cover classification with multisource data,https://doi.org/10.1109/icmlc.2005.1527555,land cover classification,geographic;remote sensing;land cover,18,https://openalex.org/W2144337949
2025,IJCAI,Distribution-Aware Online Learning for Urban Spatiotemporal Forecasting on Streaming Data,https://doi.org/10.24963/ijcai.2025/372,spatiotemporal forecasting,sar;urban,1,https://openalex.org/W4414360482
2021,IJCAI,TrafficStream: A Streaming Traffic Flow Forecasting Framework Based on Graph Neural Networks and Continual Learning,https://doi.org/10.24963/ijcai.2021/498,spatial temporal graph neural network,spatial,57,https://openalex.org/W3193056147
2019,IJCAI,Graph WaveNet for Deep Spatial-Temporal Graph Modeling,https://doi.org/10.24963/ijcai.2019/264,spatial temporal graph neural network,spatial;sar,2576,https://openalex.org/W2965341826
2018,IJCAI,Spatio-Temporal Graph Convolutional Networks: A Deep Learning Framework for Traffic Forecasting,https://doi.org/10.24963/ijcai.2018/505,spatial temporal graph neural network,spatial;urban,3176,https://openalex.org/W2756203131
2022,KDD,Mining Spatio-Temporal Relations via Self-Paced Graph Contrastive Learning,https://doi.org/10.1145/3534678.3539422,spatial temporal graph neural network,spatial,49,https://openalex.org/W4290877193
2022,KDD,MSDR: Multi-Step Dependency Relation Networks for Spatial Temporal Forecasting,https://doi.org/10.1145/3534678.3539397,spatial temporal graph neural network,spatial,107,https://openalex.org/W4290927668
2022,KDD,Uncertainty Quantification of Sparse Travel Demand Prediction with Spatial-Temporal Graph Neural Networks,https://doi.org/10.1145/3534678.3539093,spatial temporal graph neural network,spatial,48,https://openalex.org/W4290945572
2008,KDD,A SVM-Based Change Detection Method from Bi-Temporal Remote Sensing Images in Forest Area,https://doi.org/10.1109/wkdd.2008.49,change detection remote sensing,remote sensing;land cover;change detection,10,https://openalex.org/W2163017072
